SchoolName,Street,City,State,Zip,Address,PhysicalAddress,PhysicalCity,PhysicalState,PhysicalZip,Phone,Email,Website,Administrator,latitude,longitude
Heritage Christian School,239 Mount Herman Road,Hudson,NC,28638,"239 Mount Herman Road Hudson, NC 28638",239 Mt. Herman Road,Hudson,NC,28638,(828) 726-0055,twinters@heritagechristianschool.info,www.heritagechristianschool.info,Mr. Tyler  Winters,35.85472959,-81.48918753
Heritage Hall International School,1787 Dana Road,Hendersonville,NC,28792,"1787 Dana Road Hendersonville, NC 28792",1787 Dana Road,Hendersonville,NC,28724-0260,(828) 989-8465,HHinternationalschool@yahoo.com,www.heritagehallschool.org,Debra  Gerard,35.32925596,-82.37828251
Heron Pond Montessori School,3910 Poor Ridge Road,Kitty Hawk,NC,27949,"3910 Poor Ridge Road Kitty Hawk, NC 27949",3910 Poor Ridge Road/3852 N. Croatan Hwy.,Kitty Hawk,NC,27949,(252) 261-7891,hpmschool@gmail.com,www.heronpondmontessori.com,Mrs. Sallie  Ackley,36.05762458,-75.7150461
Hertford Multi-Purpose Juvenile Sch,114 Oak Villa Road,Winton,NC,27986,"114 Oak Villa Road Winton, NC 27986",114 Oak Villa Road,Winton,NC,27986,(252) 358-0433,HertfordPM@MHFC.org,www.mhfc.org,Calyb  Hare,36.37915145,-76.93913078
Hickory Day School,2535 21st Avenue  NE,Hickory,NC,28601,"2535 21st Avenue  NE Hickory, NC 28601",2535 21st Avenue NE,Hickory,NC,28601,(828) 256-9492,rseay@hickoryday.org,www.hickoryday.org,Mr. Richard  Seay,35.75550969,-81.28318462
High Falls Mennonite School,235 Golf Course Rd,Robbins,NC,27325,"235 Golf Course Rd Robbins, NC 27325",267 Glendon Carthage Rd,Robbins,NC,27325,(910) 464-3917,HFMennoniteSchool@gmail.com,NA,Abe Franklin Hunsberger,35.46416754,-79.5062099
High Point Christian Academy,800 Phillips Avenue,High Point,NC,27262,"800 Phillips Avenue High Point, NC 27262",800 Phillips Avenue,High Point,NC,27262,(336) 841-8702,jblackstock@hpcacougars.org,www.hpcacougars.org,Dr. Jeremy  Blackstock,35.9500372,-80.02514955
High Point Friends School,800-A Quaker Lane,High Point,NC,27262,"800-A Quaker Lane High Point, NC 27262",800-A Quaker Lane,High Point,NC,27262,(336) 886-5516,msmith@hpfs.org,www.hpfs.org,Mr. Tom  Franz,35.96118029,-80.02192841
Highlander Academy,200 North College Street,Red Springs,NC,28377,"200 North College Street Red Springs, NC 28377",200 North College Street,Red Springs,NC,28377,(910) 843-4995,office@highlanderacademyprep.org,www.highlanderacademy.com,Mrs. Debra  Duncan,34.8185805,-79.17859154
Hill School of Wilmington,3333 Jaeckle Drive  Suite 140,Wilmington,NC,28403,"3333 Jaeckle Drive  Suite 140 Wilmington, NC 28403",3333 Jaeckle Drive  Suite 140,Wilmington,NA,28403,(910) 685-3734,director@hillschoolofwilmington.org,www.hillschoolofwilmington.org,Ms. Susan M. Harrell,34.23159368,-77.89971859
Hillsborough Christian Academy,121 Orange High School Road,Hillsborough,NC,27278,"121 Orange High School Road Hillsborough, NC 27278",121 Orange High School Road,Hillsborough,NC,27278,(919) 732-0888,bturner@hillsboroughchristian.org,www.hillsboroughchristian.org,Bryan  Turner,36.0863444,-79.09247962
Holy Trinity Catholic Middle School,3100 Park Road,Charlotte,NC,28209,"3100 Park Road Charlotte, NC 28209",3100 Park Road,Charlotte,NC,28209,(704) 527-7822,kparks@htcms.net,www.htcms.org,Mr. Kevin  Parks,35.18873523,-80.85315516
Holy Youth Christian Academy,287 Old Lystra Road,Chapel Hill  NC,NC,27517,"287 Old Lystra Road Chapel Hill  NC, NC 27517",287 OLD LYSTRA RD,Chapel Hill,NC,27517,(984) 234-0077,info@holyyouthacademy.com,NA,Fr. Angelos  Bishara,35.84901222,-79.07905808
Hope Academy,1403 W Florida Street,Greensboro,NC,27403,"1403 W Florida Street Greensboro, NC 27403",1403 West Florida St.,Greensboro,NC,27403,(336) 907-7155,jmullins@hopeacademygso.org,hopegso.org,Josh  Mullins,36.05246981,-79.81449004
Hope Christian Academy,872 Fern Hill Rd.,Mooresville,NC,28117,"872 Fern Hill Rd. Mooresville, NC 28117",872 Fern Hill Rd.,mooresville,NC,28117,(704) 528-5555,paigeglascock@hcamooresville.com,hcamooresville.com,Mrs. Paige  Glascock,35.64262105,-80.90585944
Hope Creek Academy,4723 Erwin Road,Durham,NC,27705,"4723 Erwin Road Durham, NC 27705",4723 Erwin Road,Durham,NC,27705,(919) 932-0360,admin@hopecreek.net,www.hopecreekacademy.org,Jenni  Perez,35.9906815,-78.98618285
Hope Gardens Treatment Center,1958 Turnpike Road,Raeford,NC,28376,"1958 Turnpike Road Raeford, NC 28376",1958 Turnpike Road,Raeford,NC,28376,(910) 904-7180,mmcneil@ncprtf.com,www.ncprtf.com,Michael  McNeil,34.98910539,-79.25066694
Ignite Achievement Academy,6203 Carmel Road,Charlotte,NC,28226,"6203 Carmel Road Charlotte, NC 28226",6203 Carmel Road,Charlotte,NC,28226,(704) 542-6471,info@igniteachievementacademy.com,www.igniteachievementacademy.com,Dr. Kelly  Van Sande,35.09325583,-80.84281364
ILIM SCHOOL,8228 MARSHALL BRIDGE RD  Apt 4108,Charlotte,NC,28277,"8228 MARSHALL BRIDGE RD  Apt 4108 Charlotte, NC 28277",601 N Polk St suite L,Pineville,NC,28134,(704) 389-9408,info@ilimschool.com,ilimschool.com,Dria  Etienne,35.051425,-80.76426714
Imago Dei Classical Academy,2035 Jeffress Rd,Mills River,NC,28759,"2035 Jeffress Rd Mills River, NC 28759",2035 Jeffress Rd,Mills River,NC,28759,(828) 513-4966,idcacademync@gmail.com,idcanc.org,Noel  Hendrix,35.39909071,-82.56390892
Immaculata Catholic School,711 Buncombe Street,Hendersonville,NC,28791,"711 Buncombe Street Hendersonville, NC 28791",711 Buncombe Street,Hendersonville,NC,28791,(828) 693-3277,mbeale@immac.org,www.immac.org,Mrs. Maragret  Beale,35.31943834,-82.46377103
Immaculata Catholic School,721 Burch Avenue,Durham,NC,27701,"721 Burch Avenue Durham, NC 27701",721 Burch Ave,Durham,NC,27701,(919) 682-5847,provostm@icdurham.org,www.immaculataschool.org,Patrick  Kurz,35.99810445,-78.91338417
Immaculate Heart of Mary Cath Sch,4145 Johnson Street,High Point,NC,27265,"4145 Johnson Street High Point, NC 27265",4145 Johnson Street,High Point,NC,27265,(336) 887-2613,mleonard@ihm-school.com,www.ihm-school.com,Dr. Maryann  Leonard,36.03471984,-80.01878674
Impact Journey School,4705 N. Church Street,Greensboro,NC,27455,"4705 N. Church Street Greensboro, NC 27455",4705 N Church St  Greensboro  NC 27455,Greensboro,NC,27455,(336) 937-2867,mclambn@impactjourneyschool.org,www.impactjourneyschool.org,Kevin  Althoff,36.14460926,-79.79113619
Independent Compass,5709 Caratoke Hwy,Poplar Branch,NC,27965,"5709 Caratoke Hwy Poplar Branch, NC 27965",6387 Caratoke Hwy,Grandy,NC,27939,(252) 305-4266,independentcompass.nc@gmail.com,NA,Kimberly Sue Folds,36.28263594,-75.9158187
Infant of Prague Catholic School,501 Bordeaux Street,Jacksonville,NC,28540,"501 Bordeaux Street Jacksonville, NC 28540",501 Bordeaux Street,Jacksonville,NC,28540,(910) 455-0838,iop@iopschool.net,www.iopschool.net,Mrs. Jennifer  Feldhaus Bryson,34.75344492,-77.42583618
Insight Colearning Center,1325 Arnette Avenue,Durham,NC,27707,"1325 Arnette Avenue Durham, NC 27707",2020 Chapel Hill Road  Suite 33,Durham,NC,27707,(206) 898-1109,susan@insightcolearning.org,insightcolearning.org,Susan  Haws,35.98673559,-78.91431599
Intellicor International Academy,4301 Shamrock Drive,Charlotte,NC,28215,"4301 Shamrock Drive Charlotte, NC 28215",4301 Shamrock Drive,Charlotte,NC,28215,(704) 290-2000,principal@intellicoracademy.org,www.IntellicorAcademy.org,Dr. Adnan Yusuf Gorani,35.22951985,-80.75137204
International Montessori School,3001 Academy Rd. Suite 300,Durham,NC,27707,"3001 Academy Rd. Suite 300 Durham, NC 27707",3001 Academy Rd. Suite 300; 5510 Barbee Chapel Rd Bldg 2  Chapel Hill,Durham,NC,27707,(919) 401-4343,office@imsnc.org,www.imsnc.org,Angela  Bailey,35.97041618,-78.94361872
Iron Academy,3510 Edwards Mill Road,Raleigh,NC,27612,"3510 Edwards Mill Road Raleigh, NC 27612",NA,NA,NA,NA,(919) 977-8811,hahn@ironacademy.org,www.ironacademy.org,Mr. Alan  Hahn,35.8277237,-78.70322888
Jackson Springs Treatment Facility,778 Hoffman Road,West End,NC,27376,"778 Hoffman Road West End, NC 27376",778 Hoffman Road,West End,NC,27376,(910) 673-0833,hcameron@ncprtf.com,www.ncprtf.com,Horran  Cameron,35.21011442,-79.5594993
Jacksonville Christian Academy,919 Gum Branch Road,Jacksonville,NC,28540,"919 Gum Branch Road Jacksonville, NC 28540",919 Gumbranch Road,Jacksonville,NC,28540,(910) 347-2358,jcaelementaryprincipal@gmail.com,www.jacksonvillechristianacademy.com,Rev. Curtis  Linton,34.77517689,-77.4114004
Jarvisburg Christian Academy,121 Forbes Road,Jarvisburg,NC,27947,"121 Forbes Road Jarvisburg, NC 27947",121 Forbes Road,Jarvisburg,NC,27947,(252) 491-8283,jca.board.of.directors@gmail.com,www.jarvisburgchristianacademy.info,Kim M. Payne,36.20120532,-75.8639389
Jesus Reigns STEMSSORI Academy,5807 Southstone Drive,Greensboro,NC,27406,"5807 Southstone Drive Greensboro, NC 27406",802 E. Market Street,Greensboro,NC,27401,(336) 272-0822,jesusreignsstemssori@gmail.com,NA,Felicia  Freeman,35.96684932,-79.69269393
John Paul II Catholic High School,2725 E. 14th Street,Greenville,NC,27858,"2725 E. 14th Street Greenville, NC 27858",2725 E. 14th Street,Greenville,NC,27858,(252) 215-1224,kstanley@jp2highschool.com,www.jp2highschool.com,Mary Katherine Stanley,35.57864021,-77.343054
Jordan Lakes School of the Arts,1434 Farrington Road Ste 100,Apex,NC,27523,"1434 Farrington Road Ste 100 Apex, NC 27523",1434 Farrington Road,Apex,NC,27523,(919) 387-9440,bakuklinski@msn.com,www.jordanlakesa.com,Mrs. Beth  Kuklinski,35.75602162,-79.00963009
KaiYros Prep Academy,3253 S Church Street,Burlington,NC,27215,"3253 S Church Street Burlington, NC 27215",NA,NA,NA,NA,(336) 303-1588,stephandellielove@gmail.com,NA,Eleanor  Love,36.08072808,-79.50826632
Kensington Christian Academy,1207 Kensington Drive,High Point,NC,27262,"1207 Kensington Drive High Point, NC 27262",NA,NA,NA,NA,(336) 887-7768,info@hpfwc.com,NA,Stephanie  Adkins,35.96563277,-80.03601474
Kent Academy,125 Baldwin Ave  Suite 200,Charlotte,NC,28204,"125 Baldwin Ave  Suite 200 Charlotte, NC 28204",125 Baldwin Ave  Suite 200,Charlotte,NC,28204,(704) 996-8283,bwilliams@kentacademycharlotte.com,kentacademycharlotte.com,Dr. Brandi G. Williams,35.21283543,-80.82812006
Kerr-Vance Academy,700 Vance Academy Road,Henderson,NC,27537,"700 Vance Academy Road Henderson, NC 27537",700 Vance Academy Road,Henderson,NC,27537,(919) 691-2681,bcook@kerrvance.com,www.kerrvance.com,Ms. Beth  Cook,36.29401055,-78.45134379
Kid Stars Rising Christian Learning Academy,2122 Hope Mills Road,Fayetteville,NC,28304,"2122 Hope Mills Road Fayetteville, NC 28304",2122 HOPE MILLS RD & 6248 Cliffdale Road  Fayetteville  NC,Fayetteville,NC,28304,(910) 779-8085,kidstarsrising@gmail.com,www.kidstarsrisingacademy.com,Dr. Sharonne Denise Simmons,35.01796951,-78.96353492
Kiddie Academy of Charlotte,9310 Blakeney Center Drive,Charlotte,NC,28277,"9310 Blakeney Center Drive Charlotte, NC 28277",9310 Blakeney Center Drive,Charlotte,NC,28277,(704) 543-5581,kablakeneydirector@gmail.com,kiddieacademy.com,Angenetta  Sawyer,35.03085238,-80.80913393
Kids R Kids School,6250 Blakeney Park Drive,Charlotte,NC,28277,"6250 Blakeney Park Drive Charlotte, NC 28277",6250 Blakeney Park Drive,Charlotte,NC,28277,(704) 543-7227,sarita@kidsrkidsblakeney.com,www.kidsrkidsblakeney.com,Miss Sarita  Wilson,35.02905592,-80.8089111
Kids R Kids School - Clayton,307 Tew Court,Clayton,NC,27520,"307 Tew Court Clayton, NC 27520",307 Tew Ct,Clayton,NC,27520,(919) 550-8864,krkadmin@kidsrkidsclayton.com,www.kidsrkidsclayton.com,Jennifer  Casillas,35.66407223,-78.49115425
King Family Ministries Sch.,1095 Damascus Road,Danbury,NC,27016,"1095 Damascus Road Danbury, NC 27016",1090 Damascus Rd,Danbury,NC,27016,(336) 403-8452,tammyk100@gmail.com,NA,Mr. Tammy  King,36.43987718,-80.19375372
Kingdom Kids Empowerment Acad,279 church St NE,Concord,NC,28025,"279 church St NE Concord, NC 28025",266 Young Ave SW,Concord,NC,28025,(704) 245-5294,ceo.kingdomkidscc@gmail.com,Www.kkempoweracademy.com,Tanisha  DaCosta,35.41778329,-80.58774333
King's Academy,1350 S Winstead Avenue,Rocky Mount,NC,27803,"1350 S Winstead Avenue Rocky Mount, NC 27803",1350 S Winstead Avenue,Rocky Mount,NC,27803,(252) 937-9829,stephanie@englewoodbaptist.com,https://kingsacademy.school/,Stephanie  Sharpe,35.94664552,-77.84834951
King's Palace Learning Center,5227 Friends School Road,Durham,NC,27705,"5227 Friends School Road Durham, NC 27705",500 Saunders Place,High Point,NC,27260,(919) 800-8134,bttaylor5419@gmail.com,NA,Brenda Kaye Taylor,36.00291946,-79.01971232
Knowledge Beginnings School,250 Cornerstone Dr.,Cary,NC,27519,"250 Cornerstone Dr. Cary, NC 27519",250 Cornerstone Dr.,Cary,NC,27519,(919) 466-8684,075301@klcorp.com,www.knowledgebeginnings.com,Linda  Pleasant,35.78814113,-78.84862264
LAB U. Prep,2801 East Independence Boulevard,Charlotte,NC,28205,"2801 East Independence Boulevard Charlotte, NC 28205",NA,NA,NC,NA,(980) 237-0442,labuprep@gmail.com,NA,Lisa  Dancy,35.20566273,-80.79441566
Lake House Academy,447 Lily Pad Lane,Flat Rock,NC,28731,"447 Lily Pad Lane Flat Rock, NC 28731",447 Lily Pad Lane,Flat Rock,NC,28731,(828) 242-8479,carlee.benfield@lakehouseacademy.com,www.lakehouseacademy.com,Carlee Benfield Hopkin,35.28465879,-82.43573042
Laurinburg Institute,125 McGirts Bridge Rd,Laurinburg,NC,28352,"125 McGirts Bridge Rd Laurinburg, NC 28352",125 McGirts Bridge Road,Laurinburg,NC,28352,(910) 276-0684,tiger1lnii@yahoo.com,www.laurinburginstitute.org,Mr. Frank H. McDuffie,34.78284301,-79.45571591
LeafSpring School at Cornelius,18120 Statesville Road,Cornelius,NC,28031,"18120 Statesville Road Cornelius, NC 28031",18120 Statesville Road,Cornelius,NC,28031,(704) 235-3020,lvann@leafspringcornelius.com,NA,Latarsha Nicole Vann,35.46009458,-80.86928407
Learn with the Best School,4900 Waters Edge Drive Suite 100,Raleigh,NC,27606,"4900 Waters Edge Drive Suite 100 Raleigh, NC 27606",4900 Waters Edge Drive Suite 100,Raleigh,NC,27606,(919) 696-0006,learnwiththebest@gmail.com,www.learnwiththebestschool.com,Mrs. Jill  Lerner,35.77416201,-78.71962506
Learning Community Sch,1220 Bee Tree Road,Swannanoa,NC,28778,"1220 Bee Tree Road Swannanoa, NC 28778",1220 Bee Tree Road,Swannanoa,NC,28778,(828) 686-3080,holly@thelearningcommunity.org,www.thelearningcommunity.org,Ms. Holly  Baumgartner,35.63288722,-82.40301707
L'̩cole-French School,5510 Munford road,raleigh,NC,27612,"5510 Munford road raleigh, NC 27612",5510 munford road,Raleigh,NC,27612,(919) 790-1219,l.ecole.fsr@gmail.com,https://www.lecole-fisr.org/,Marie-Claire  Ribeill,35.85572076,-78.70124511
Lee Christian School,3220 Keller Andrews Road,Sanford,NC,27330,"3220 Keller Andrews Road Sanford, NC 27330",3220 Keller Andrews Road,Sanford,NC,27330,(919) 708-5115,k.berndt@leechristian.org,www.leechristianschool.org,Andres E. Ricabal,35.46007731,-79.20425876
Lee Park Preparatory School,2505 Morgan Mill Road,Monroe,NC,28110,"2505 Morgan Mill Road Monroe, NC 28110",2490 Morgan Mill Road,Monroe,NC,28110,(704) 207-5633,ms.rhoden@leeparkprep.org,https://leeparkchurch.org/lee-park-prep/,Landon  Keziah,35.00810981,-80.51739601
Lemmon Tree Academy,3311 Cal Sandburg Court,Raleigh,NC,27610,"3311 Cal Sandburg Court Raleigh, NC 27610",3311 Carl Sandburg Court,Raleigh,NC,27610,(919) 821-7436,rebecca@frankielemmonschool.org,NA,Rebecca  Smith,35.78025221,-78.58172015
Lerner School,1935 W. Cornwallis Road,Durham,NC,27705,"1935 W. Cornwallis Road Durham, NC 27705",1935 W. Cornwallis Road,Durham,NC,27705,(919) 286-5517,shalom@thelernerschool.org,jewishforgood.org/lerner,Jill  Madsen,35.98162078,-78.95369415
Level Cross Christian School,10169 US Hwy 220 Bus. N,Randleman,NC,27317,"10169 US Hwy 220 Bus. N Randleman, NC 27317",10169 US Highway 220 Bus. N,Randleman,NC,27317,(336) 495-1397,lccs@northstate.net,www.lccseagles.com,Mr. Scott  Hyatt,35.8867578,-79.80719696
Level Up Academy,6739 Lacey ln,Lucama,NC,27851,"6739 Lacey ln Lucama, NC 27851",301 Tarboro St.,Wilson,NC,27893,(252) 991-6958,levelupacademy.youth@gmail.com,NA,Geneva Smith Eason,35.64352756,-78.02581633
Liberty Christian Academy,215 Kinston Hwy,Richlands,NC,28574,"215 Kinston Hwy Richlands, NC 28574",215 Kinston Hwy,Richlands,NC,28574,(910) 430-0741,ccavanaugh@lcarichlands.org,www.liberty-academy.net,Ms. Cheryl  Cavanaugh,34.90651202,-77.56111952
Liberty Christian Academy,6548 Rockfish Road,Fayetteville,NC,28306,"6548 Rockfish Road Fayetteville, NC 28306",6548 Rockfish Road,Fayetteville,NC,28306,(910) 424-1205,libertychristian@yahoo.com,www.lcknights.com,Mr. Duncan  Edge,34.97813627,-78.99168635
Liberty Christian School,3864 Guess Road,Durham,NC,27705,"3864 Guess Road Durham, NC 27705",3864 Guess Road,Durham,NC,27705,(919) 471-5522,jenny.metzger@lbcdurham.org,www.lcsdurham.org,Mr. Kyler  Ketner,36.06190351,-78.92937878
Liberty Preparatory Christian Acad.,229 Midway Lake Rd,Mooresville,NC,28115,"229 Midway Lake Rd Mooresville, NC 28115",229 Midway Lake Rd,Mooresville,NC,28115,(704) 660-3933,deanofschool@libertyprepnc.com,www.libertyprepnc.com,Mr. Daniel  Amerman,35.53146004,-80.82918323
Lincoln Christian Academy,2168 Gastonia Hwy,Lincolnton,NC,28092,"2168 Gastonia Hwy Lincolnton, NC 28092",2168 Gastonia Hwy,Lincolnton,NC,28092,(704) 735-1559,audreyhovis@lincolnchristianacademy.org,NA,Audrey Danielle Hovis,35.44095058,-81.23504036
Lionheart Academy of the Triad,2802 St Leo's St,Greensboro,NC,27405,"2802 St Leo's St Greensboro, NC 27405",2802 St Leo's St,Greensboro,NC,27405,(336) 676-6075,jowens@lionheartacademy.com,lionheartacademy.com,Ms. Jessica  Owens-Brammer,36.11656413,-79.78606625
Little Ivy Baptist Academy,1053 Crossroads Parkway,Mars Hill,NC,28754,"1053 Crossroads Parkway Mars Hill, NC 28754",1053 Crossroads Pkwy,Mars Hill,NC,28754,(828) 779-1991,pastorscottdotson@gmail.com,NA,Pastor Scott  Dotson,35.82647421,-82.53261361
Living Water Christian School,3980 Gum Branch Road,Jacksonville,NC,28540,"3980 Gum Branch Road Jacksonville, NC 28540",3980 Gum Branch Road,Jacksonville,NC,28540,(910) 938-7017,amanda@lwcs.net,www.lwcs.net,Mr. Amanda  Royal,34.8077348,-77.44932596
Living Waters Christian School,2822 Cashwell Drive,Goldsboro,NC,27534,"2822 Cashwell Drive Goldsboro, NC 27534",1501 N. William Street,Goldsboro,NC,27530,(919) 750-7841,4lwcprep@gmail.com,www.livingwaterschristianschool.com,Shelby W. Reed-Morris,35.37654199,-77.94783049
Living Word Christian Academy,313 Newsome Road,King,NC,27021,"313 Newsome Road King, NC 27021",321 Newsome Road,King,NC,27021,(336) 416-8326,lwcaking@gmail.com,Www.lwcaking.com,Stacey  McCraw,36.26301271,-80.37501715
Long Shoals Wesleyan Academy,3032 Wesleyan Church Road,Lincolnton,NC,28092,"3032 Wesleyan Church Road Lincolnton, NC 28092",3032 Wesleyan Church Road,Lincolnton,NC,28092,(704) 736-7282,sberryhill@longshoalsacademy.org,www.longshoalsacademy.com,Mrs. Sheila  Berryhill,35.41734276,-81.23648793
Lucy Daniels Center,9003 Weston Parkway,Cary,NC,27513,"9003 Weston Parkway Cary, NC 27513",9003 Weston Parkway,Cary,NC,27513,(919) 677-1400,info@lucydanielscenter.org,www.lucydanielscenter.org,Jennifer  Reid,35.82754364,-78.79920772
Lyrical Academy,1801 Oaklawn Avenue,Charlotte,NC,28216,"1801 Oaklawn Avenue Charlotte, NC 28216",NA,NA,NC,NA,(704) 372-3742,pburkins@charlottecsa.org,NA,Patsy P Burkins,35.25055608,-80.85071652
Macon County Juvenile School,1950 Lakeside Drive,Franklin,NC,28734,"1950 Lakeside Drive Franklin, NC 28734",1950 Lakeside Drive,Franklin,NC,28734,(828) 361-3147,MaconPM@MHFC.org,www.mhfc.org,Bill  Glass,35.19592261,-83.37086728
Madinah Quran Academy,1329 Ridge rd,Raleigh,NC,27607,"1329 Ridge rd Raleigh, NC 27607",1329 Ridge Road,Raleigh,NC,27607,(919) 618-5478,contact@mqyc.org,https://www.mqyc.org/,Abdallh  khadra,35.80442712,-78.68726425
Mariposa School,203 Gregson Drive,Cary,NC,27511,"203 Gregson Drive Cary, NC 27511",203 Gregson Drive,Cary,NC,27511,(919) 461-0600,cwensil@mariposaschool.org,www.mariposaschool.org,Chris  Wensil,35.73856041,-78.80542845
Marvin Academy,1525 Crane Road,Waxhaw,NC,28173,"1525 Crane Road Waxhaw, NC 28173",1525 Crane Road,Waxhaw,NC,28713,(704) 256-3060,admin@marvinacademy.org,www.marvinacademy.org,Ms. Jarrika  Coutchure,35.00264466,-80.78576859
Matthews Christian Academy,2724 Margaret Wallace Road,Matthews,NC,28105,"2724 Margaret Wallace Road Matthews, NC 28105",2724 Margaret Wallace Road,Matthews,NC,28015,(704) 535-1694,bparker@biblebaptistministries.org,www.matthewschristian.org,Brad  Parker,35.16057884,-80.73020909
